Name,Platform,Year,Genre,Publisher,Critic_Score,Critic_Count,User_Score,User_Count
Famista '92,NES,1991,Sports,Namco Bandai Games,,,,
Tales of the World: Radiant Mythology 3,PSP,2011,Role-Playing,Namco Bandai Games,,,,
Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,PS2,2002,Misc,Sammy Corporation,,,,
Jackass the Game,PS2,2007,Action,Empire Interactive,58,24,6.6,14
Mega Man II,GB,1991,Platform,Nintendo,,,,
Pirates of the Caribbean: Dead Man's Chest,PSP,2006,Adventure,Disney Interactive Studios,52,34,8,17
Lord of Darkness,SNES,1991,Action,Tecmo Koei,,,,
Hannah Montana: Spotlight World Tour,PS2,2008,Action,Disney Interactive Studios,,,tbd,
Rocket Power: Beach Bandits,GBA,2002,Platform,THQ,,,,
Carol Vorderman's Sudoku,PS2,2006,Puzzle,Xplosiv,75,4,tbd,
Operation Flashpoint: Red River,X360,2011,Shooter,Codemasters,69,64,6.1,29
Transformers: Dark of the Moon,X360,2011,Action,Activision,59,53,6.7,30
MX SuperFly featuring Ricky Carmichael,PS2,2002,Racing,THQ,,,,
Surf's Up,DS,2007,Sports,Ubisoft,56,5,7,4
Assassin's Creed II: Discovery,DS,2009,Action,Ubisoft,69,20,7.3,22
Syphon Filter: Dark Mirror,PS2,2007,Shooter,Sony Computer Entertainment,70,24,7.8,12
Conflict: Desert Storm II - Back to Bagdhad,XB,2003,Shooter,SCi,,,,
Mission: Impossible - Operation Surma,PS2,2003,Platform,Atari,64,30,7.8,10
Sesame Street: Elmo's A-to-Zoo Adventure,DS,2010,Misc,Warner Bros. Interactive Entertainment,,,,
MLB 07: The Show,PSP,2007,Sports,Sony Computer Entertainment,82,12,7.2,10
Kung Zhu,DS,2010,Action,Activision,,,,
Pitfall: The Mayan Adventure,GBA,2001,Platform,Interplay,58,10,tbd,
Driver: Parallel Lines,PS2,2006,Racing,Atari,69,41,6.9,74
Monster Hunter Stories,3DS,2016,Action,Capcom,,,,
Ben 10 Ultimate Alien: Cosmic Destruction,Wii,2010,Platform,D3Publisher,,,tbd,
The Urbz: Sims In the City (US weekly sales),DS,2004,Simulation,Electronic Arts,,,,
Mega Man ZX,DS,2006,Platform,Capcom,76,37,8.3,32
Backyard Wrestling 2: There Goes the Neighborhood,PS2,2004,Fighting,Eidos Interactive,46,23,4.7,10
Disney's Treasure Planet,GBA,2002,Action,Ubisoft,68,6,tbd,
Guitar Hero: Van Halen,Wii,2009,Misc,Activision,50,12,5.2,6
Dead or Alive,PS,1998,Fighting,Sony Computer Entertainment,84,10,8.6,18
Dead to Rights: Retribution,PS3,2010,Shooter,Namco Bandai Games,60,44,5.9,27
Wild ARMs 5,PS2,2006,Role-Playing,505 Games,71,26,7.5,22
Payday 2,PS4,2015,Shooter,505 Games,,,,
NFL Blitz 20-02,PS2,2002,Sports,Midway Games,76,22,8.9,15
Mega Man 7,SNES,1995,Platform,Laguna,,,,
El Shaddai: Ascension of the Metatron,PS3,2011,Action,Ignition Entertainment,78,46,7.5,40
Tony Hawk: Shred,PS3,2010,Sports,Activision,56,5,6.7,6
Disney Channel: All Star Party,Wii,2010,Misc,Disney Interactive Studios,,,tbd,
Shrek: Ogres & Dronkeys,DS,2007,Simulation,Activision,,,,
NCAA March Madness 2005,XB,2004,Sports,Electronic Arts,80,18,7.8,4
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GC,N/A,Action,Disney Interactive Studios,71,17,tbd,
NBA In The Zone,PS,1995,Sports,Konami Digital Entertainment,,,,
Alien: Isolation,X360,2014,Shooter,Sega,,,8.2,113
Batman: The Brave and the Bold the Videogame,Wii,2010,Action,Warner Bros. Interactive Entertainment,,,,
Corvette,GBA,2003,Racing,TDK Mediactive,,,tbd,
Kenka Bancho: Badass Rumble,PSP,2008,Action,Spike,70,21,7.5,6
Moshi Monsters: Moshlings Theme Park,3DS,2012,Misc,Activision,,,tbd,
Cabela's Big Game Hunter 2012,X360,2011,Sports,Activision,,,tbd,
F1 ROC: Race of Champions,SNES,1992,Sports,Ocean,,,,
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,2004,Action,THQ,65,8,tbd,
Silent Hill 2: Restless Dreams,XB,2001,Action,Konami Digital Entertainment,84,23,8.3,39
Sniper Elite 3,PS3,2014,Shooter,505 Games,,,6.4,18
NES Remix,WiiU,2014,Action,Nintendo,71,34,7.1,133
Skylanders: Trap Team,3DS,2014,Action,Activision,,,3.4,5
Soul Nomad & the World Eaters,PS2,2007,Role-Playing,Tecmo Koei,,,,
Bass Strike,PS2,2001,Sports,THQ,57,11,5.8,4
NHL Hitz 20-03,PS2,2002,Sports,Midway Games,82,19,8.4,11
Bionic Commando,X360,2009,Platform,Capcom,70,65,7.3,87
Monopoly Streets,X360,2010,Misc,Electronic Arts,66,18,6.6,16
Pac-Man Fever,GC,N/A,Misc,Unknown,54,10,6.3,6
Trivial Pursuit,PS3,2009,Misc,Electronic Arts,66,13,7.1,7
Medieval Moves: Deadmund's Quest,PS3,2011,Action,Sony Computer Entertainment,61,41,6.5,17
Yu-Gi-Oh! World Championship 2008,DS,2007,Strategy,Konami Digital Entertainment,,,,
Thief (2014),X360,2014,Action,Square Enix,,,,
Real Pool,PS2,2000,Sports,Midas Interactive Entertainment,54,15,tbd,
Mister Mosquito,PS2,2001,Shooter,Eidos Interactive,65,23,4.9,11
Tom and Jerry Tales,DS,2006,Platform,Warner Bros. Interactive Entertainment,,,tbd,
Kakyuusei,SAT,1997,Strategy,Elf,,,,
Attack on Titan (KOEI),PS4,2016,Action,Tecmo Koei,,,,
Rugby World Cup 2011,X360,2011,Sports,505 Games,55,14,3.9,13
CSI: Deadly Intent,Wii,2009,Adventure,Ubisoft,,,tbd,
Civilization II,PS,1998,Strategy,Activision,,,,
Dynasty Warriors: Gundam,PS2,2008,Action,Namco Bandai Games,,,,
Madagascar,XB,2005,Platform,Activision,71,28,tbd,
The Smurfs: Dance Party,Wii,2011,Misc,Ubisoft,,,tbd,
Virtua Fighter 5 Online,X360,2007,Fighting,Sega,89,36,7.6,62
Indiana Jones and the Staff of Kings,PS2,2009,Action,Activision,55,4,7.5,13
Angry Birds Star Wars,X360,2013,Strategy,Activision,59,3,5.6,25
F-1 Grand Prix,SNES,1992,Racing,Video System,,,,
SimCity 2000,SAT,1994,Simulation,Sega,,,,
Deer Hunter,PS2,2003,Sports,Atari,,,8.5,17
Puyo Puyo! 15th Anniversary,DS,2006,Puzzle,Sega,,,,
Pokemon Box: Ruby & Sapphire,GC,2003,Misc,Nintendo,,,,
Yu-Gi-Oh! Monster Capsule Breed & Battle,PS,1998,Role-Playing,Konami Digital Entertainment,,,,
Dave Mirra Freestyle BMX 2,GC,2001,Sports,Acclaim Entertainment,78,15,7.7,10
One Piece: Unlimited World Red,PS3,2014,Action,Namco Bandai Games,71,28,7.3,46
Wappy Dog,DS,2011,Simulation,Activision,,,tbd,
Warpath: Jurassic Park,PS,1998,Fighting,Electronic Arts,,,,
Tak and the Guardians of Gross,PS2,2008,Action,THQ,,,tbd,
True Crime: New York City,XB,2005,Action,Activision,60,43,7.8,17
Summer Heat Beach Volleyball,PS2,2003,Sports,Acclaim Entertainment,65,21,7.7,19
NCAA Basketball 09,PS2,2008,Sports,Electronic Arts,55,4,tbd,
Avatar: The Last Airbender,Wii,2006,Adventure,THQ,56,15,5.8,8
Power Pro Kun Pocket 3,GBA,2001,Sports,Konami Digital Entertainment,,,,
Castlevania: Aria of Sorrow,GBA,2003,Platform,Konami Digital Entertainment,91,29,9.1,127
Myst III: Exile,PS2,2002,Adventure,Ubisoft,57,9,7,4
Shin Megami Tensei: Strange Journey,DS,2009,Role-Playing,Atlus,80,26,8.7,69
Mobile Suit Gundam Side Story I: Senritsu no Blue,SAT,1996,Shooter,Namco Bandai Games,,,,
Armored Core: Project Phantasma,PS,1997,Simulation,From Software,,,,
Army of Two: The Devil's Cartel,PS3,2013,Shooter,Electronic Arts,58,27,6.7,100
Donkey Kong GB: Dinky Kong & Dixie Kong,GB,2000,Platform,Nintendo,,,,
Kobitodzukan: Kobito Kansatsu Set,3DS,2012,Misc,Nippon Columbia,,,,
Nichibutsu Arcade Classics,SNES,1995,Misc,Nichibutsu,,,,
FIFA Soccer 07,X360,2006,Sports,Electronic Arts,,,,
Patapon 3,PSP,2011,Misc,Sony Computer Entertainment,74,41,7.2,35
Ice Age: Dawn of the Dinosaurs,Wii,2009,Action,Activision,75,12,8.3,6
Ace Attorney 6,3DS,2016,Adventure,Capcom,,,,
Cabela's Trophy Bucks,PS2,2007,Sports,Activision Value,,,tbd,
Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,DS,2007,Misc,Nintendo,,,,
Q-Ball: Billiards Master,PS2,2000,Sports,Take-Two Interactive,65,9,tbd,
Mr. Do!,2600,1982,Action,Coleco,,,,
Tao Feng: Fist of the Lotus,XB,2003,Fighting,Microsoft Game Studios,65,32,6.5,8
Guitar Hero: Van Halen,PS3,2009,Misc,Activision,59,33,4.7,9
Shin Nippon Pro Wrestling: Toukon Retsuden 2,PS,1996,Fighting,Tomy Corporation,,,,
Dragon Ball Z: Budokai 2,GC,2004,Fighting,Atari,66,9,5.8,12
The Legend of Zelda: The Minish Cap(weekly JP sales),GBA,N/A,Action,N/A,,,,
Over the Hedge,DS,2006,Platform,Activision,71,17,6.4,9
Motocross Maniacs Advance,GBA,2002,Racing,Konami Digital Entertainment,69,11,tbd,
Resident Evil 2: Dual Shock Edition,PS,1998,Action,Capcom,,,,
Dynasty Warriors,PS,1997,Action,Tecmo Koei,,,,
M&M's Blast!,GBA,2001,Puzzle,Unknown,,,,
Siren: Blood Curse,PS3,2008,Action,Sony Computer Entertainment,78,42,8.1,87
NBA 2K12,PSP,2011,Sports,Take-Two Interactive,,,5,7
Final Fantasy X International,PS2,2004,Role-Playing,Square Enix,,,,
Tiny Toon Adventures: Plucky's Big Adventure,PS,2001,Action,Conspiracy Entertainment,,,,
NHL Hitz 20-02,XB,2001,Sports,Midway Games,79,20,8.7,11
Indy 500,2600,N/A,Racing,Atari,,,,
GRID 2,X360,2013,Racing,Codemasters,78,51,5.8,156
Trivial Pursuit,PS2,2009,Misc,Electronic Arts,,,tbd,
Evil Dead: Hail to the King,PS,2000,Adventure,THQ,51,8,6,7
Need for Speed: The Run,Wii,2011,Action,Electronic Arts,64,6,3.6,21
Dragon Ball GT: Final Bout,PS,1997,Fighting,Namco Bandai Games,,,,
Burstrick: Wake Boarding!!,PS,2000,Sports,Natsume,,,,
Need for Speed: Most Wanted,WiiU,2013,Racing,Electronic Arts,,,,
Dave Mirra Freestyle BMX: Maximum Remix,PS,2001,Sports,Acclaim Entertainment,67,11,8.1,7
The Evil Within,PC,2014,Action,Bethesda Softworks,68,18,5.9,721
Mass Effect Trilogy,PC,2012,Action,Electronic Arts,,,8,60
Rock Revolution,X360,2008,Misc,Konami Digital Entertainment,38,28,5.1,17
Dead Rising 2: Off the Record,X360,2011,Action,Capcom,72,48,7.5,60
WWII Aces,Wii,2008,Simulation,Destineer,41,7,5.4,18
Guitar Hero Live,PS3,2015,Misc,Activision,,,5.1,22
Beamrider,2600,1984,Racing,Activision,,,,
Athens 2004,PS2,2004,Sports,Sony Computer Entertainment,61,57,7.2,13
Gunship,PS,1996,Simulation,Microprose,,,,
Jikkyou Powerful Pro Yakyuu Portable 4,PSP,2009,Sports,Konami Digital Entertainment,,,,
SD Gundam G Generation Portable,PSP,2006,Strategy,Namco Bandai Games,,,,
Pro Race Driver,PS2,2002,Racing,Codemasters,81,22,8.5,20
Sydney 2000,PS,2000,Sports,Eidos Interactive,57,10,tbd,
Hot Wheels: Track Attack,DS,2010,Racing,THQ,,,tbd,
Baten Kaitos: Eternal Wings and the Lost Ocean,GC,2003,Role-Playing,Nintendo,80,48,9,59
Bishoujo Senshi Sailormoon R,SNES,1993,Fighting,Namco Bandai Games,,,,
Slam Dunk: Yonkyo Taiketsu!!,SNES,1994,Sports,Namco Bandai Games,,,,
Iron Man 2,X360,2010,Action,Sega,41,35,5.9,54
Disgaea 3: Absence of Detention,PSV,N/A,Role-Playing,Nippon Ichi Software,78,28,7.6,116
Rocky: Legends,PS2,2004,Action,Ubisoft,65,24,8.6,12
NickToons: Racing,GBA,2002,Racing,Infogrames,78,4,tbd,
iCarly 2: iJoin The Click!,DS,2010,Adventure,Activision,,,tbd,
The Warriors,PSP,2007,Action,Take-Two Interactive,81,36,7.8,21
EyePet,PSP,2010,Simulation,Sony Computer Entertainment,57,19,tbd,
Flag Capture,2600,N/A,Action,Atari,,,,
Bridge,2600,1980,Misc,Activision,,,,
G-Force,PS2,2009,Action,Disney Interactive Studios,,,tbd,
Remington Super Slam Hunting: Africa,Wii,2010,Sports,Mastiff,,,tbd,
RalliSport Challenge 2,XB,2004,Racing,Microsoft Game Studios,87,69,9.1,33
Pac-Pix,DS,2005,Puzzle,Namco Bandai Games,71,41,7.1,7
Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,GB,1996,Role-Playing,ChunSoft,,,,
F1 Race Stars,X360,2012,Racing,Codemasters,64,33,5.7,22
Sing Party,WiiU,2012,Misc,Nintendo,60,21,5.4,18
Over the Hedge,GBA,2006,Platform,Activision,49,11,tbd,
Wave Rally,PS2,2001,Racing,Eidos Interactive,62,17,tbd,
Sherlock Holmes: Crimes & Punishments,PS4,2014,Adventure,Focus Home Interactive,,,,
Sengoku Basara 4,PS3,2014,Action,Capcom,,,,
Disney's Chicken Little,GC,2005,Platform,Disney Interactive Studios,67,12,tbd,
NHL 07,X360,2006,Sports,Electronic Arts,79,49,5.3,167
RollerCoaster Tycoon 3,PC,2004,Strategy,Atari,81,39,5,346
Ty the Tasmanian Tiger,GC,2002,Platform,Electronic Arts,69,12,8.7,15
WWE Road to WrestleMania X8,GBA,2002,Fighting,THQ,73,10,7.5,6
Yu-Gi-Oh! The Sacred Cards (JP weekly sales),GBA,2002,Role-Playing,Konami Digital Entertainment,,,,
Medarot 3: Kabuto / Kuwagata Version,GB,2000,Role-Playing,Imagineer,,,,
Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,2004,Role-Playing,Square Enix,67,21,8.4,20
NASCAR 06: Total Team Control,XB,2005,Racing,Electronic Arts,79,25,5.9,7
BloodRayne 2,PS2,2004,Shooter,THQ,70,26,8.5,21
Rory McIlroy PGA Tour,XOne,2015,Action,Electronic Arts,60,26,4.3,77
The Club,X360,2008,Shooter,Sega,76,63,6.8,43
NHL 2002,XB,2001,Sports,Electronic Arts,89,17,8.8,5
LEGO The Hobbit,XOne,2014,Action,Warner Bros. Interactive Entertainment,69,20,6.8,36
Lightning Returns: Final Fantasy XIII,X360,2013,Role-Playing,Square Enix,69,21,6.6,222
Tiger Woods PGA Tour 07,PSP,2006,Sports,Electronic Arts,78,23,tbd,
Jikkyou Powerful Pro Yakyuu 5,N64,1998,Sports,Konami Digital Entertainment,,,,
NBA Jam 99,N64,1998,Sports,Acclaim Entertainment,,,,
Shadow Man,N64,1999,Action,Acclaim Entertainment,,,,
Command & Conquer,N64,1999,Strategy,Nintendo,,,,
NBA In The Zone '98,N64,1997,Sports,Konami Digital Entertainment,,,,
Shadow of Rome,PS2,2005,Action,Capcom,75,52,8.3,62
Rhythm Thief & the Emperor's Treasure,3DS,2012,Misc,Sega,,,,
One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Wii,2008,Adventure,Namco Bandai Games,,,,
Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,2012,Action,Nintendo,,,,
NASCAR 2011: The Game,PS3,2011,Racing,Activision,62,16,3.7,15
Harry Potter and the Order of the Phoenix,PS2,2007,Action,Electronic Arts,61,17,8,28
Transformers: Cybertron Adventures,Wii,2010,Action,Activision,41,15,6.5,8
Stuntman: Ignition,PS2,2007,Racing,THQ,71,8,6.4,8
Monopoly,DS,2010,Misc,Electronic Arts,,,tbd,
Gun,X360,N/A,Shooter,Activision,75,53,7.5,57
NHL 2K11,Wii,2010,Sports,Take-Two Interactive,62,12,5.8,4
Fantastic 4,XB,2005,Action,Activision,62,46,6.6,8
Mat Hoffman's Pro BMX,GBA,2001,Sports,Activision,71,11,tbd,
Rapala Pro Bass Fishing 2010,PS3,2010,Sports,Activision,,,8.5,4
Wipeout 2,X360,2011,Misc,Activision,,,tbd,
MotoGP,PS2,2000,Racing,Namco Bandai Games,77,16,6,5
Mass Effect 3,WiiU,2012,Role-Playing,Electronic Arts,,,,
Batman: Arkham Origins Blackgate,3DS,2013,Action,Warner Bros. Interactive Entertainment,68,7,6.8,38
Jikkyou Powerful Pro Yakyuu 2,SNES,1995,Sports,Konami Digital Entertainment,,,,
Shadows of the Damned,PS3,2011,Action,Electronic Arts,77,56,8.1,124
R.U.S.E.,PC,2010,Strategy,Ubisoft,76,33,8.1,176
Ratatouille: Food Frenzy,DS,2007,Puzzle,THQ,,,,
LEGO Marvel's Avengers,PS3,2016,Action,Warner Bros. Interactive Entertainment,,,5.5,8
Rock Revolution,PS3,N/A,Misc,Unknown,42,20,6.6,12
Thoroughbred Breeder II,SNES,1994,Simulation,Hect,,,,
Magical Vacation,GBA,2001,Role-Playing,Nintendo,,,,
NBA Live 2004,GC,2003,Sports,Electronic Arts,84,17,9,4
XGIII: Extreme G Racing,PS2,2001,Racing,Acclaim Entertainment,,,,
NASCAR Thunder 2003,XB,2002,Racing,Electronic Arts,84,13,tbd,
Superbike 2000,PS,1999,Racing,Electronic Arts,,,,
Punch-Out!!,Wii,2007,Sports,Nintendo,,,,
Despicable Me: The Game,Wii,2010,Platform,D3Publisher,,,,
Final Fantasy XI: Ultimate Collection,X360,2009,Role-Playing,Square Enix,,,tbd,
Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,2010,Strategy,Nintendo,,,,
Connect Four / Perfection / Trouble,GBA,2005,Misc,Zoo Digital Publishing,,,,
NFL Street 3,PSP,2006,Sports,Electronic Arts,68,13,tbd,
Pro Evolution Soccer 2013,PSP,2012,Sports,Konami Digital Entertainment,,,tbd,
Alundra 2: A New Legend Begins,PS,1999,Role-Playing,Activision,,,,
Reign of Fire,PS2,2002,Shooter,BAM! Entertainment,56,16,7,4
Scooby-Doo! and the Spooky Swamp,PS2,2010,Action,Warner Bros. Interactive Entertainment,,,,
Beyblade: Metal Masters,DS,2010,Action,Konami Digital Entertainment,65,4,tbd,
Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS,1998,Sports,Konami Digital Entertainment,,,,
The Sims 2: Pets,GC,2006,Simulation,Electronic Arts,66,15,7.3,8
Littlest Pet Shop: Beach Friends,DS,2009,Simulation,Electronic Arts,,,tbd,
Ultimate NES Remix,3DS,2014,Action,Unknown,69,16,7.6,32
I Spy: Spooky Mansion,Wii,2010,Puzzle,Storm City Games,,,tbd,
Tropico 4,PC,2011,Strategy,Kalypso Media,78,46,7.7,359
The BIGS,X360,2007,Sports,Take-Two Interactive,79,23,8.4,21
Initial D: Special Stage,PS2,2003,Racing,Sega,,,,
Jurassic Park: Operation Genesis,PS2,2003,Simulation,Konami Digital Entertainment,75,13,8.9,21
Final Doom,PS,1995,Shooter,GT Interactive,,,,
NBA ShootOut 2001,PS,2000,Sports,Sony Computer Entertainment,71,10,tbd,
Just Dance Kids 2,Wii,2011,Misc,Ubisoft,,,tbd,
Knockout Kings 2002,XB,2002,Sports,Electronic Arts,78,20,7.9,7
Pinkalicious,DS,2011,Misc,GameMill Entertainment,,,tbd,
Cabela's Big Game Hunter 2010,X360,2009,Sports,Activision Value,,,5.6,5
Battle Arena Toshinden 3,PS,1996,Fighting,Sony Computer Entertainment,,,,
Jade Cocoon: Story of the Tamamayu,PS,1998,Role-Playing,Crave Entertainment,,,,
Super Nazo Puyo: Ruruu no Ruu,SNES,1995,Puzzle,Banpresto,,,,
InuYasha: Feudal Combat,PS2,2005,Fighting,Namco Bandai Games,52,14,8.3,21
Reader Rabbit Kindergarten,DS,2008,Misc,Nordic Games,,,tbd,
R.U.S.E.,X360,2010,Strategy,Ubisoft,78,45,7,38
Duel Masters,PS2,2004,Strategy,Atari,66,20,8.3,6
Dragon Age Origins: Awakening,PS3,2010,Role-Playing,Spike,,,,
Super Collapse! 3,DS,2007,Puzzle,Mumbo Jumbo,71,10,tbd,
Ratatouille,X360,2007,Action,THQ,56,14,tbd,
MotionSports: Adrenaline,X360,2011,Sports,Ubisoft,41,8,7.4,7
The Dog Island,PS2,2007,Adventure,Ubisoft,,,7,6
Cake Mania 2: Jill's Next Adventure!,DS,2008,Puzzle,Majesco Entertainment,,,,
AC/DC LIVE: Rock Band Track Pack,Wii,2008,Misc,MTV Games,,,7.2,5
Boogie,DS,2007,Misc,Electronic Arts,58,11,tbd,
Jikkyou Powerful Pro Yakyuu 2010,PS3,2010,Sports,Konami Digital Entertainment,,,,
Operation Armored Liberty,GBA,2003,Action,Majesco Entertainment,,,tbd,
NBA 07,PS3,2006,Sports,Sony Computer Entertainment,63,24,6.3,10
Call of Juarez: The Cartel,X360,2011,Shooter,Ubisoft,47,62,5.7,109
My Japanese Coach,DS,2008,Misc,Ubisoft,59,4,6.7,6
Are You Smarter than a 5th Grader? Game Time,Wii,2009,Puzzle,THQ,,,tbd,
Need for Speed: Most Wanted,DS,2005,Racing,Electronic Arts,45,4,6.1,22
And1 Streetball,PS2,2006,Action,Ubisoft,,,,
Section 8,X360,2009,Shooter,SouthPeak Games,69,49,7.3,59
Summer Athletics: The Ultimate Challenge (US sales),Wii,2008,Sports,DTP Entertainment,,,,
Sonic X: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,,,,
ESPN NBA Basketball,XB,2003,Sports,Sega,87,18,8.2,25
Gallop Racer 2: One and Only Road to Victory,PS,1997,Sports,Tecmo Koei,,,,
Sesame Street: Cookie's Counting Carnival,DS,2010,Misc,Warner Bros. Interactive Entertainment,,,,
Lowrider,PS2,2002,Misc,Pacific Century Cyber Works,46,14,8.4,11
Family Guy: Back to the Multiverse,PS3,2012,Action,Activision,40,9,6.4,31
All-Pro Football 2K8,X360,2007,Sports,Take-Two Interactive,75,22,6.8,52
Dungeons & Dragons: Eye of the Beholder,GBA,2002,Role-Playing,Atari,,,,
Fish Tycoon,DS,2007,Simulation,Majesco Entertainment,46,9,7,6
Plants vs. Zombies,X360,2010,Strategy,PopCap Games,89,27,8.2,160
Megamind: The Blue Defender,DS,2010,Adventure,THQ,,,,
Gundam Breaker,PS3,2013,Action,Namco Bandai Games,,,,
The House of the Dead 2,DC,1998,Shooter,Sega,,,,
Batman: Return to Arkham,PS4,2016,Action,Warner Bros. Interactive Entertainment,73,28,8.5,79
A.C.E.: Another Century's Episode R,PS3,2010,Simulation,Namco Bandai Games,,,,
Rune: Viking Warlord,PS2,2001,Action,Take-Two Interactive,53,16,7.3,11
The Incredible Hulk,X360,2008,Action,Sega,55,42,6.4,24
Panzer Dragoon Orta,XB,2002,Shooter,Sega,90,41,8.5,64
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,1999,Sports,Konami Digital Entertainment,,,,
Aikatsu! 2-nin no My Princess,3DS,2013,Action,Namco Bandai Games,,,,
King's Field II,PS,1996,Role-Playing,From Software,,,,
America's Test Kitchen: Let's Get Cooking,DS,2010,Simulation,Nintendo,87,4,5.6,9
NCAA Gamebreaker,PS,1996,Sports,Sony Computer Entertainment,,,,
Battle of Giants: Mutant Insects,DS,2010,Strategy,Ubisoft,,,tbd,
Petz: Horsez 2,PS2,2007,Simulation,Ubisoft,,,tbd,
NPPL: Championship Paintball 2009,PS2,2008,Shooter,Activision Value,,,8.3,11
Suikoden Tierkreis,DS,2008,Role-Playing,Konami Digital Entertainment,76,24,7.4,37
Superman Returns,X360,2006,Action,Electronic Arts,51,48,6.2,49
Shin Megami Tensei: Devil Survivor,DS,2009,Role-Playing,Atlus,84,28,8.8,79
Angry Birds Star Wars,Wii,2013,Strategy,Activision,,,2.8,5
Tomba!,PS,1997,Platform,Sony Computer Entertainment,,,,
Love Plus,DS,2009,Simulation,Konami Digital Entertainment,,,,
Tales of Eternia,PSP,2005,Role-Playing,Ubisoft,,,,
Tales of Innocence,DS,2007,Role-Playing,Namco Bandai Games,,,,
Tearaway Unfolded,PS4,2015,Platform,Sony Computer Entertainment,81,70,8.1,188
MLB SlugFest 2006,PS2,2006,Sports,Midway Games,56,11,7.5,10
Etrian Odyssey II: Heroes of Lagaard,DS,2008,Role-Playing,Atlus,82,17,8.9,24
Virtua Racing,GEN,1994,Racing,Sega,,,,
Rugrats: I Gotta Go Party,GBA,2002,Action,THQ,,,,
The Incredible Hulk,PS3,2008,Action,Sega,55,26,6.8,20
Deadly Premonition,X360,2010,Action,Rising Star Games,68,39,8.2,332
Family Feud: 2010 Edition,DS,2009,Misc,Ubisoft,,,tbd,
DS Bungaku Zenshuu,DS,2007,Misc,Nintendo,,,,
Bolt,PS2,2008,Adventure,Disney Interactive Studios,,,tbd,
Marvel Super Hero Squad: The Infinity Gauntlet,Wii,2010,Action,THQ,49,6,tbd,
Inazuma Eleven GO 3: Galaxy,3DS,2013,Sports,Level 5,,,,
Ford Racing 3,PS2,2004,Racing,Take-Two Interactive,50,7,6.6,8
J Stars Victory Vs.,PS4,2015,Fighting,Namco Bandai Games,,,,
The Adventures of Tintin: The Game,PS3,2011,Action,Ubisoft,59,27,5.7,13
Call of Duty: Black Ops 3,PC,2015,Shooter,Activision,,,,
Phantasy Star Universe: Ambition of the Illuminus,PS2,2007,Role-Playing,Sega,,,8.4,8
Jikkyou Powerful Pro Yakyuu 2013,PS3,2013,Sports,Konami Digital Entertainment,,,,
Major League Baseball 2K10,Wii,2010,Sports,Take-Two Interactive,53,4,tbd,
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,2002,Action,THQ,55,5,tbd,
Dragon Ball Z: Tenkaichi Tag Team,PSP,2010,Fighting,Namco Bandai Games,63,22,8.6,20
Etrian Odyssey Untold: The Millennium Girl,3DS,2013,Role-Playing,Atlus,80,41,8.2,89
Sengoku Basara 2,PS2,2006,Action,Capcom,,,,
Hey Arnold! The Movie,GBA,2002,Platform,THQ,,,,
Final Fantasy V Advance,GBA,2006,Role-Playing,Nintendo,83,25,7.2,75
Need for Speed: Most Wanted,GBA,2005,Racing,Electronic Arts,,,8.3,14
Star Trek: Invasion,PS,2000,Simulation,Activision,76,12,tbd,
Star Wars: Bounty Hunter,GC,2002,Shooter,LucasArts,67,20,7.6,16
LEGO Harry Potter: Years 5-7,PSP,N/A,Action,Warner Bros. Interactive Entertainment,,,tbd,
Tom and Jerry in War of the Whiskers,PS2,2002,Fighting,Ubisoft,,,,
Ace Attorney Investigations 2,DS,2011,Adventure,Capcom,,,,
Dynasty Warriors 7: Xtreme Legends,PS3,2011,Action,Tecmo Koei,64,11,7.8,9
Bratz: The Movie,Wii,2007,Simulation,THQ,,,5,6
TouchMaster 3(Others sales),DS,2009,Puzzle,Warner Bros. Interactive Entertainment,,,,
Naruto: Ultimate Ninja Heroes,PSP,2006,Fighting,Namco Bandai Games,70,11,6.6,11
Angry Birds Trilogy,X360,2012,Action,Activision,63,13,3.5,27
Jikkyou Powerful Pro Yakyuu 2011,PS3,2011,Sports,Konami Digital Entertainment,,,,
Major League Baseball 2K9,Wii,2009,Sports,Take-Two Interactive,61,5,4.5,10
Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,2006,Misc,Konami Digital Entertainment,,,,
WWE 2K17,XOne,2016,Sports,Take-Two Interactive,68,12,5.5,27
Power Pro Kun Pocket 5,GBA,2003,Sports,Konami Digital Entertainment,,,,
